car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
CarID1609,Hyundai Creta 1.6 CRDi SX,58000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID1610,Ford Freestyle Titanium Petrol BSIV,19100,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm
CarID1611,Maruti Ertiga ZXI Plus Petrol,25000,Manual,First Owner,19.34 kmpl,1462 CC,103 bhp,138Nm@ 4400rpm
CarID1612,Maruti Alto LXi BSIII,49455,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID1613,Hyundai EON D Lite Plus Option,100000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID1614,Tata Indica Vista Quadrajet LS,120000,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm
CarID1615,Hyundai i20 Asta Optional With Sunroof 1.2,90000,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
CarID1616,Chevrolet Sail Hatchback LS ABS,46815,Manual,Second Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm
CarID1617,Tata Indica Vista TDI LS,110000,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm
CarID1618,Hyundai EON Era Plus,80000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID1619,Maruti Ertiga ZDI,100000,Manual,Third Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
CarID1620,Maruti Wagon R VXI BS IV with ABS,80000,Manual,First Owner,20.51 kmpl,998 CC,67.06 bhp,90Nm@ 3500rpm
CarID1621,Hyundai Xcent 1.2 VTVT S,40000,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID1622,Maruti Celerio VXI,70000,Manual,Third Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID1623,Tata Indica Vista Aqua 1.4 TDI,80000,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm 
CarID1624,Maruti Alto 800 LXI,40000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID1625,Tata Indica Vista Aqua 1.4 TDI,80000,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm 
CarID1626,Nissan Micra XV,60000,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm
CarID1627,Hyundai i20 1.2 Spotz,50000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
CarID1628,Hyundai i20 Sportz 1.4 CRDi,30000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
CarID1629,Hyundai Grand i10 Magna,25000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID1630,Toyota Innova 2.5 V Diesel 7-seater,334000,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
CarID1631,Mahindra NuvoSport N8,100000,Manual,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
CarID1632,Renault Duster Adventure Edition,175000,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm
CarID1633,Maruti SX4 ZXI AT,65000,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm
CarID1634,Maruti SX4 ZXI AT,65000,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm
CarID1635,Hyundai Santro Xing GLS,90000,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm
CarID1636,Ford Figo Diesel Titanium,80000,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID1637,Mahindra Scorpio S11 BSIV,110000,Manual,First Owner,16.36 kmpl,2179 CC,140 bhp,320Nm@ 1500-2800rpm
CarID1638,Toyota Etios Liva GD,80000,Manual,Second Owner,,,,
CarID1639,Honda Civic Hybrid,60000,Automatic,Third Owner,20.0 kmpl,1339 CC,108.5 bhp,123Nm@ 1000-2500rpm
CarID1640,Mahindra Xylo D4,160000,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm
CarID1641,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,100875,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID1642,Maruti Baleno Delta 1.2,20000,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
CarID1643,Maruti Swift Dzire VXI,30000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
CarID1644,Hyundai Grand i10 CRDi Asta Option,118000,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm
CarID1645,Hyundai Verna 1.6 SX,69000,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID1646,Maruti Swift Dzire LXI,25000,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
CarID1647,Hyundai Xcent 1.2 Kappa AT S Option,100000,Automatic,First Owner,16.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm
CarID1648,Maruti Swift Dzire VDI,110000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1649,Nissan Terrano XL 85 PS,60000,Manual,Third Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
CarID1650,Hyundai Santro Xing GL,128000,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm
CarID1651,Tata Tiago 1.05 Revotorq XE,120000,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm
CarID1652,Toyota Etios Liva GD,80000,Manual,Second Owner,,,,
CarID1653,Hyundai Grand i10 Nios AMT Sportz,5000,Automatic,First Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm
CarID1654,Hyundai i10 Sportz Option,90000,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
CarID1655,Hyundai Creta 1.6 CRDi SX Option,90000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID1656,Honda Accord 2.4 M/T,144030,Manual,First Owner,12.8 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm
CarID1657,Honda City i DTEC VX,200000,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID1658,Hyundai i20 2015-2017 Asta Option 1.2,29000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
CarID1659,Maruti Wagon R LXI DUO BSIII,90000,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)"
CarID1660,Mahindra Renault Logan 1.5 Diesel DLSX,176000,Manual,Second Owner,17.0 kmpl,1461 CC,66 bhp,"16@ 2,000(kgm@ rpm)"
CarID1661,Tata Indigo CS LX (TDI) BS III,150000,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm
CarID1662,Maruti Omni E MPI STD BS IV,90000,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm
CarID1663,Volkswagen Vento 1.6 Highline,70000,Manual,Second Owner,15.04 kmpl,1598 CC,103.2 bhp,153Nm@ 3800rpm
CarID1664,Mahindra Renault Logan 1.5 DLX Diesel,99000,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)"
CarID1665,Tata Tiago 1.2 Revotron XZ,5000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
CarID1666,Chevrolet Optra Magnum 2.0 LT,90000,Manual,Fourth & Above Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm
CarID1667,Maruti Ritz VDi,89000,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm
CarID1668,Tata Indica V2 DLS TC,88000,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)"
CarID1669,Maruti Swift Dzire VDI,30000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1670,Maruti Swift Dzire AMT ZDI,50000,Automatic,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1671,Maruti Swift Dzire VDI,80000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1672,Hyundai i20 Asta Option 1.4 CRDi,40000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
CarID1673,Maruti Ertiga VDI,110000,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
CarID1674,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,48000,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID1675,Volkswagen Jetta 2.0L TDI Highline AT,97000,Automatic,First Owner,16.96 kmpl,1968 CC,138.03 bhp,320Nm@ 1750-2500rpm
CarID1676,Volkswagen Vento 1.5 TDI Highline AT,60000,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm
CarID1677,Mercedes-Benz M-Class ML 350 4Matic,110000,Automatic,Third Owner,0.0 kmpl,2987 CC,165 bhp,510@ 1600-2400
CarID1678,Toyota Yaris V CVT BSIV,12800,Automatic,First Owner,17.8 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm
CarID1679,Hyundai EON D Lite,40000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID1680,Maruti Swift DDiS VDI,49000,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1681,Maruti Ritz VXi,25000,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm
CarID1682,Maruti Alto 800 LXI,65000,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID1683,Fiat Linea 1.3 Multijet Emotion,20000,Manual,First Owner,20.4 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm
CarID1684,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,17000,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm
CarID1685,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,15000,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID1686,Toyota Etios GD,120000,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm
CarID1687,Hyundai i20 Magna,49000,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
CarID1688,Hyundai i20 2015-2017 Magna 1.2,29000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
CarID1689,Nissan Terrano XV D Premium AMT,55000,Automatic,First Owner,19.61 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
CarID1690,Mahindra Marazzo M8,5000,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm
CarID1691,Tata Nexon 1.5 Revotorq XZ Plus,35000,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm
CarID1692,Datsun GO T Option BSIV,5000,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID1693,Ford EcoSport 1.5 TDCi Platinum Edition BSIV,60000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
CarID1694,Maruti Swift Dzire ZXI,70000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
CarID1695,Hyundai Verna CRDi,120000,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)"
CarID1696,Mahindra TUV 300 T8,65100,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
CarID1697,Maruti Ignis 1.2 AMT Delta BSIV,20000,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID1698,Hyundai i20 Active 1.4 SX,108000,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm
CarID1699,Maruti Swift LXI,15000,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID1700,Hyundai Santro Xing GLS,77000,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm
CarID1701,Maruti Wagon R VXI BS IV,18500,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID1702,Mahindra TUV 300 T8,120000,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
CarID1703,Renault KWID RXT,15200,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
CarID1704,Honda Mobilio V i VTEC,35000,Manual,First Owner,17.3 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
CarID1705,Hyundai Verna 1.6 SX,80000,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
CarID1706,Hyundai EON Era Plus,70000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID1707,Mahindra XUV500 W6 2WD,80000,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID1708,Nissan Terrano XV 110 PS,120000,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
CarID1709,Chevrolet Cruze LTZ,82000,Manual,Third Owner,17.3 kmpl,1998 CC,163.7 bhp,380Nm@ 2000rpm
CarID1710,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
CarID1711,Lexus ES 300h,20000,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm
CarID1712,Jaguar XF 2.0 Diesel Portfolio,45000,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
CarID1713,Tata Safari Storme EX,110000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
CarID1714,Volvo XC40 D4 Inscription BSIV,20000,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm
CarID1715,Toyota Camry 2.5 Hybrid,68089,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm
CarID1716,Maruti Wagon R LXI,58343,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
CarID1717,Maruti Baleno Alpha 1.3,38817,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1718,Honda Jazz VX,56494,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
CarID1719,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
CarID1720,Maruti Swift AMT VVT VXI,5621,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID1721,Toyota Etios VX,25538,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm
CarID1722,Maruti Swift AMT ZXI,69779,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID1723,Hyundai Grand i10 1.2 CRDi Sportz,56290,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
CarID1724,BMW X4 M Sport X xDrive20d,7500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
CarID1725,BMW X4 M Sport X xDrive20d,8500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
CarID1726,Honda Amaze V CVT Petrol BSIV,7032,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
CarID1727,Skoda Rapid 1.6 MPI AT Elegance,11000,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
CarID1728,Volvo V40 D3 R-Design,2000,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm
CarID1729,Honda City 1.5 V AT,60000,Automatic,Second Owner,16.8 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm
CarID1730,Toyota Etios Liva 1.2 V Dual Tone,50000,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,104Nm@ 3100rpm
CarID1731,Ford Figo Diesel EXI,70000,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID1732,Honda Amaze E i-DTEC,70000,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
CarID1733,Hyundai i20 1.4 CRDi Asta,90000,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID1734,Maruti Ertiga SHVS LDI Option,70000,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID1735,Maruti Alto 800 VXI,50000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
CarID1736,Maruti Omni 8 Seater BSII,120000,Manual,Second Owner,19.7 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm
CarID1737,Hyundai i20 Active S Petrol,5000,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
CarID1738,Tata Hexa XE,25000,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
CarID1739,Mahindra Scorpio VLS 2.2 mHawk,80000,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
CarID1740,Hyundai Grand i10 Sportz,25000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
CarID1741,Tata Zest Quadrajet 1.3 75PS XE,15000,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm
CarID1742,Maruti Alto K10 2010-2014 VXI,35000,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
CarID1743,Maruti Alto LXi,80000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
CarID1744,Tata Nexon 1.5 Revotorq XE,25000,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm
CarID1745,Volkswagen Ameo 1.5 TDI Comfortline,52000,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm
CarID1746,Volkswagen Ameo 1.5 TDI Comfortline,52000,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm
CarID1747,Mahindra KUV 100 mFALCON D75 K6 Plus,80000,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm
CarID1748,Maruti Swift VDI BSIV W ABS,77000,Manual,Second Owner,,,,
CarID1749,Toyota Fortuner 2.8 4WD AT BSIV,50000,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm
CarID1750,Maruti Swift Dzire VDI,127000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
CarID1751,Honda WR-V i-VTEC VX,30000,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
CarID1752,Maruti Ertiga SHVS ZDI Plus,70000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
CarID1753,Mahindra XUV500 W10 2WD,54000,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
CarID1754,Mitsubishi Pajero 2.8 SFX BSIII Single Tone,120000,Manual,Second Owner,10.5 kmpl,2835 CC,116.9 bhp,292Nm@ 2000rpm
CarID1755,Hyundai i20 1.4 CRDi Sportz,116500,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID1756,Toyota Innova 2.5 G (Diesel) 8 Seater,145000,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm
CarID1757,Hyundai i20 Sportz 1.2,120000,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
CarID1758,Tata New Safari DICOR 2.2 VX 4x2 BS IV,120000,Manual,First Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
CarID1759,Ford Figo 1.5D Trend MT,80000,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
CarID1760,Maruti Ertiga VXI,140000,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm
CarID1761,Hyundai Verna Xi (Petrol),100000,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)"
CarID1762,Hyundai Xcent 1.2 VTVT E,100000,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID1763,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,168000,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
CarID1764,Chevrolet Cruze LTZ,120000,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm
CarID1765,Toyota Etios GD,145000,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm
CarID1766,Ford Figo Diesel Titanium,90000,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
CarID1767,Hyundai Xcent 1.2 VTVT S,90000,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
CarID1768,Jeep Compass 2.0 Longitude Option BSIV,80000,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm
CarID1769,Ford Aspire Titanium BSIV,33000,Manual,First Owner,19.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm
CarID1770,Chevrolet Sail 1.2 LS ABS,13500,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm
CarID1771,Tata Indigo LX,80000,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)"
CarID1772,Hyundai i20 1.2 Spotz,20000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
CarID1773,Maruti Swift Dzire VDI,58000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1774,Hyundai EON Magna Plus,40000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
CarID1775,Honda City i VTEC V,30000,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
CarID1776,Maruti 800 AC,50000,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
CarID1777,Ford Figo Aspire 1.5 TDCi Ambiente,73000,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm
CarID1778,Maruti Ritz VDi,90000,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm
CarID1779,Maruti Wagon R VXI BS IV,50000,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
CarID1780,Hyundai Verna 1.6 CRDI,80000,Manual,Third Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm
CarID1781,Hyundai i20 1.4 CRDi Magna,70000,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
CarID1782,Chevrolet Spark 1.0 LS,41000,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm
CarID1783,Volkswagen Polo Petrol Comfortline 1.2L,50000,Manual,Fourth & Above Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm
CarID1784,Ford Classic 1.4 Duratorq Titanium,113226,Manual,First Owner,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm
CarID1785,Ford Figo Diesel Celebration Edition,90000,Manual,Second Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm
CarID1786,Maruti Swift 1.3 VXi,70000,Manual,Third Owner,,,,
CarID1787,Mahindra Scorpio M2DI,160500,Manual,Fourth & Above Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm
CarID1788,Maruti Ciaz AT ZXi,30000,Automatic,First Owner,19.12 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm
CarID1789,Renault Duster 4x4,132000,Manual,Second Owner,19.72 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm
CarID1790,Maruti Swift VDI,120000,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
CarID1791,Hyundai Verna Transform VTVT,80000,Manual,Second Owner,16.2 kmpl,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM
CarID1792,Mahindra Scorpio 1.99 S6 Plus,57000,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
CarID1793,Maruti Swift Dzire LXI 1.2 BS IV,5000,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
CarID1794,Hyundai Verna 1.6 VTVT SX,25000,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
CarID1795,Hyundai Creta 1.6 CRDi SX Option,80000,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
CarID1796,Chevrolet Optra Magnum 2.0 LS BSIII,88000,Manual,Third Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm
CarID1797,Toyota Innova 2.5 VX (Diesel) 7 Seater,217000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm
CarID1798,Datsun GO Plus A,60000,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
CarID1799,Maruti Swift Dzire VXI,43000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
