,brand,year,selling_price,fuel,seller_type,mileage
1711,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
1712,Tata,2015,503000,Diesel,Individual,14.1 kmpl
1713,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
1714,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
1715,Maruti,2013,225000,Petrol,Trustmark Dealer,21.79 kmpl
1716,Maruti,2018,740000,Diesel,Dealer,27.39 kmpl
1717,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
1718,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
1719,Maruti,2019,650000,Petrol,Trustmark Dealer,22.0 kmpl
1720,Toyota,2017,625000,Petrol,Trustmark Dealer,16.78 kmpl
1721,Maruti,2018,600000,Petrol,Dealer,22.0 kmpl
1722,Hyundai,2017,450000,Diesel,Dealer,24.0 kmpl
1723,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
1724,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
1725,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
1726,Skoda,2016,645000,Petrol,Dealer,14.3 kmpl
1727,Volvo,2018,2475000,Diesel,Dealer,16.8 kmpl
1728,Honda,2010,321000,Petrol,Individual,16.8 kmpl
1729,Toyota,2017,585000,Petrol,Individual,17.71 kmpl
1730,Ford,2011,225000,Diesel,Individual,20.0 kmpl
1731,Honda,2017,500000,Diesel,Individual,25.8 kmpl
1732,Hyundai,2011,350000,Diesel,Individual,23.0 kmpl
1733,Maruti,2016,756000,Diesel,Individual,24.52 kmpl
1734,Maruti,2014,240000,Petrol,Individual,22.74 kmpl
1735,Maruti,2012,80000,Petrol,Individual,19.7 kmpl
1736,Hyundai,2019,800000,Petrol,Individual,17.19 kmpl
1737,Tata,2018,1250000,Diesel,Individual,17.6 kmpl
1738,Mahindra,2009,320000,Diesel,Individual,12.05 kmpl
1739,Hyundai,2017,509999,Petrol,Individual,18.9 kmpl
1740,Tata,2019,650000,Diesel,Individual,22.95 kmpl
1741,Maruti,2011,210000,Petrol,Individual,20.92 kmpl
1742,Maruti,2008,110000,Petrol,Individual,19.7 kmpl
1743,Tata,2017,665000,Diesel,Individual,21.5 kmpl
1744,Volkswagen,2017,555000,Diesel,Individual,21.66 kmpl
1745,Volkswagen,2017,560000,Diesel,Individual,21.66 kmpl
1746,Mahindra,2016,375000,Diesel,Individual,25.32 kmpl
1748,Toyota,2017,2950000,Diesel,Individual,15.04 kmpl
1749,Maruti,2017,605000,Diesel,Individual,28.4 kmpl
1750,Honda,2017,720000,Petrol,Individual,17.5 kmpl
1751,Maruti,2017,800000,Diesel,Individual,24.52 kmpl
1752,Mahindra,2017,1325000,Diesel,Individual,16.0 kmpl
1753,Mitsubishi,2011,625000,Diesel,Individual,10.5 kmpl
1754,Hyundai,2011,350000,Diesel,Individual,23.0 kmpl
1755,Toyota,2012,600000,Diesel,Individual,12.99 kmpl
1756,Hyundai,2012,300000,Petrol,Individual,18.5 kmpl
1757,Tata,2011,240000,Diesel,Individual,13.93 kmpl
1758,Ford,2016,377000,Diesel,Individual,25.83 kmpl
1759,Maruti,2013,450000,Petrol,Individual,16.02 kmpl
1760,Hyundai,2008,160000,Petrol,Individual,13.9 kmpl
1761,Hyundai,2019,525000,Petrol,Individual,20.14 kmpl
1762,Toyota,2011,550000,Diesel,Individual,12.8 kmpl
1763,Chevrolet,2010,270000,Diesel,Individual,18.3 kmpl
1764,Toyota,2016,570000,Diesel,Individual,23.59 kmpl
1765,Ford,2011,225000,Diesel,Individual,20.0 kmpl
1766,Hyundai,2019,590000,Petrol,Individual,20.14 kmpl
1767,Jeep,2018,1675000,Diesel,Individual,17.1 kmpl
1768,Ford,2019,800000,Petrol,Dealer,19.4 kmpl
1769,Chevrolet,2014,450000,Petrol,Individual,18.2 kmpl
1770,Tata,2012,300000,Diesel,Individual,17.0 kmpl
1771,Hyundai,2017,645000,Petrol,Individual,18.6 kmpl
1772,Maruti,2013,520000,Diesel,Individual,23.4 kmpl
1773,Hyundai,2013,200000,Petrol,Individual,21.1 kmpl
1774,Honda,2015,700000,Petrol,Individual,17.4 kmpl
1775,Maruti,2000,45000,Petrol,Individual,16.1 kmpl
1776,Ford,2016,459999,Diesel,Individual,25.83 kmpl
1777,Maruti,2014,325000,Diesel,Individual,23.2 kmpl
1778,Maruti,2015,350000,Petrol,Individual,20.51 kmpl
1779,Hyundai,2011,440000,Diesel,Individual,22.32 kmpl
1780,Hyundai,2011,320000,Diesel,Individual,21.9 kmpl
1781,Chevrolet,2011,169000,Petrol,Individual,18.0 kmpl
1782,Volkswagen,2013,350000,Petrol,Individual,16.47 kmpl
1783,Ford,2014,350000,Diesel,Dealer,19.68 kmpl
1784,Ford,2013,310000,Diesel,Individual,20.0 kmpl
1786,Mahindra,2010,420000,Diesel,Individual,13.5 kmpl
1787,Maruti,2015,685000,Petrol,Individual,19.12 kmpl
1788,Renault,2014,560000,Diesel,Individual,19.72 kmpl
1789,Maruti,2013,470000,Diesel,Individual,22.9 kmpl
1790,Hyundai,2011,380000,Petrol,Individual,16.2 kmpl
1791,Mahindra,2015,670000,Diesel,Individual,15.4 kmpl
1792,Maruti,2018,550000,Petrol,Individual,22.0 kmpl
1793,Hyundai,2016,749000,Petrol,Individual,17.01 kmpl
1794,Hyundai,2015,899000,Diesel,Individual,19.67 kmpl
1795,Chevrolet,2011,290000,Diesel,Individual,16.52 kmpl
1796,Toyota,2014,869999,Diesel,Individual,12.99 kmpl
1797,Datsun,2015,350000,Petrol,Individual,20.62 kmpl
1798,Maruti,2017,500000,Petrol,Individual,20.85 kmpl
1799,Skoda,2014,400000,Diesel,Individual,21.66 kmpl
1800,Renault,2016,260000,Petrol,Individual,25.17 kmpl
1801,Maruti,2015,220000,Petrol,Individual,22.74 kmpl
1802,Chevrolet,2014,190000,Diesel,Individual,18.2 kmpl
1803,Hyundai,2016,400000,Petrol,Individual,18.9 kmpl
1804,Chevrolet,2014,170000,Diesel,Individual,25.44 kmpl
1805,Hyundai,2019,650000,Petrol,Individual,18.6 kmpl
1806,Maruti,2007,60000,Petrol,Individual,16.1 kmpl
1807,Tata,2007,300000,Petrol,Individual,12.0 kmpl
1808,Chevrolet,2012,125000,Petrol,Individual,16.2 kmpl
1810,Mahindra,2012,500000,Diesel,Individual,15.1 kmpl
1811,Maruti,2011,170000,Petrol,Individual,19.7 kmpl
1812,Maruti,2012,310000,Diesel,Individual,19.3 kmpl
1813,Chevrolet,2011,130000,Petrol,Individual,18.0 kmpl
1814,Maruti,2016,465000,Petrol,Individual,20.51 kmpl
1816,Mercedes-Benz,2005,800000,Diesel,Individual,11.0 kmpl
1817,Maruti,2012,260000,Petrol,Individual,20.2 kmpl
1818,Mahindra,2013,500000,Diesel,Individual,15.96 kmpl
1819,Renault,2017,325000,Petrol,Individual,23.01 kmpl
1820,Mahindra,2013,400000,Diesel,Individual,15.96 kmpl
1821,Toyota,2018,3200000,Diesel,Individual,14.24 kmpl
1822,Tata,2007,200000,Diesel,Individual,17.88 kmpl
1823,Mahindra,2013,450000,Diesel,Individual,17.21 kmpl
1824,Tata,2012,229999,Diesel,Individual,17.0 kmpl
1825,Hyundai,2016,340000,Petrol,Individual,21.1 kmpl
1826,Mahindra,2014,550000,Diesel,Individual,15.96 kmpl
1827,Ford,2011,975000,Diesel,Individual,11.4 kmpl
1828,Volvo,2019,3800000,Diesel,Individual,18.0 kmpl
1829,Volkswagen,2010,225000,Petrol,Individual,14.0 kmpl
1830,Ford,2018,3250000,Diesel,Individual,10.91 kmpl
1831,Tata,2013,280000,Diesel,Individual,25.0 kmpl
1832,Honda,2019,700000,Petrol,Individual,19.5 kmpl
1833,Tata,2012,259000,Diesel,Individual,23.03 kmpl
1834,Toyota,2018,3200000,Diesel,Individual,15.04 kmpl
1835,Mahindra,2018,1400000,Diesel,Individual,16.0 kmpl
1836,Ford,2015,416000,Petrol,Individual,17.01 kmpl
1837,Tata,2011,250000,Diesel,Individual,19.0 kmpl
1838,Tata,2010,210000,Diesel,Individual,21.12 kmpl
1839,Mahindra,2008,290000,Diesel,Individual,12.05 kmpl
1840,Tata,2012,220000,Diesel,Individual,23.03 kmpl
1841,Tata,2012,246000,Diesel,Individual,23.03 kmpl
1842,Maruti,2018,260000,Petrol,Individual,16.8 kmpl
1843,Hyundai,2018,1050000,Diesel,Individual,21.38 kmpl
1844,Tata,2012,290000,Diesel,Individual,21.02 kmpl
1845,Tata,2013,310000,Diesel,Individual,25.0 kmpl
1846,Hyundai,2018,700000,Petrol,Individual,18.6 kmpl
1847,Maruti,2016,550000,Petrol,Individual,20.4 kmpl
1848,Tata,2017,450000,Diesel,Individual,19.09 kmpl
1849,Honda,2016,773000,Petrol,Individual,17.8 kmpl
1850,Tata,2017,450000,Petrol,Individual,23.84 kmpl
1851,Maruti,2019,409999,Petrol,Individual,15.37 kmpl
1852,Maruti,2003,45000,Petrol,Individual,16.1 kmpl
1853,Nissan,2014,600000,Petrol,Individual,11.07 kmpl
1854,Chevrolet,2010,250000,Petrol,Individual,18.6 kmpl
1855,Tata,2008,70000,Diesel,Individual,16.8 kmpl
1856,Honda,2019,690000,Petrol,Dealer,17.8 kmpl
1857,Audi,2018,3975000,Diesel,Dealer,17.01 kmpl
1858,Lexus,2019,5150000,Petrol,Dealer,22.37 kmpl
1859,Jaguar,2017,3200000,Diesel,Dealer,19.33 kmpl
1860,Jeep,2017,4100000,Petrol,Individual,9.5 kmpl
1861,Toyota,2018,1000000,Petrol,Trustmark Dealer,17.1 kmpl
1862,Toyota,2018,1000000,Petrol,Trustmark Dealer,17.1 kmpl
1863,Toyota,2016,2000000,Petrol,Trustmark Dealer,19.16 kmpl
1864,Maruti,2018,925000,Diesel,Trustmark Dealer,28.09 kmpl
1865,Honda,2016,550000,Petrol,Trustmark Dealer,18.2 kmpl
1866,Maruti,2018,430000,Petrol,Trustmark Dealer,20.51 kmpl
1867,Toyota,2013,750000,Diesel,Trustmark Dealer,12.99 kmpl
1868,Honda,2016,675000,Petrol,Trustmark Dealer,17.8 kmpl
1869,Maruti,2017,570000,Petrol,Trustmark Dealer,21.01 kmpl
1870,Maruti,2017,850000,Diesel,Trustmark Dealer,24.3 kmpl
1871,BMW,2019,5400000,Diesel,Dealer,16.78 kmpl
1872,BMW,2019,5500000,Diesel,Dealer,16.78 kmpl
1873,Honda,2019,779000,Petrol,Trustmark Dealer,19.0 kmpl
1874,Ford,2018,640000,Petrol,Dealer,15.9 kmpl
1875,Tata,2013,250000,Diesel,Individual,19.09 kmpl
1876,Renault,2018,1250000,Diesel,Individual,19.6 kmpl
1877,Ford,2017,889000,Petrol,Individual,17.0 kmpl
1878,Hyundai,2017,750000,Diesel,Individual,22.54 kmpl
1879,Maruti,2010,320000,Diesel,Individual,17.8 kmpl
1880,Skoda,2011,600000,Diesel,Individual,17.67 kmpl
1881,Maruti,2018,1000000,Diesel,Individual,28.09 kmpl
1882,Maruti,2000,110000,Petrol,Individual,17.3 kmpl
1883,Honda,2008,250000,Petrol,Individual,17.7 kmpl
1884,Maruti,2015,600000,Diesel,Individual,26.59 kmpl
1885,Maruti,2009,165000,Petrol,Individual,19.0 kmpl
1886,Maruti,2004,118000,Petrol,Individual,19.7 kmpl
1887,Maruti,2016,700000,Diesel,Individual,27.39 kmpl
1888,Renault,2013,585000,Diesel,Individual,20.46 kmpl
1889,Maruti,2006,120000,Petrol,Individual,19.7 kmpl
1890,Maruti,2003,65000,Petrol,Individual,16.1 kmpl
1891,Maruti,2006,150000,Petrol,Individual,19.7 kmpl
1892,Maruti,2009,150000,Petrol,Individual,19.7 kmpl
1893,Hyundai,2004,170000,Diesel,Individual,13.1 kmpl
1894,Mahindra,2006,250000,Diesel,Individual,10.5 kmpl
1895,Hyundai,2005,100000,Diesel,Individual,13.1 kmpl
1896,Maruti,2013,599000,Diesel,Individual,20.77 kmpl
1897,Chevrolet,2010,250000,Diesel,Individual,18.3 kmpl
1898,Maruti,2016,570000,Petrol,Individual,20.4 kmpl
1899,Volkswagen,2013,440000,Diesel,Individual,22.07 kmpl
1900,Toyota,2005,300000,Diesel,Individual,11.4 kmpl
1901,Nissan,2015,300000,Petrol,Individual,19.34 kmpl
1902,Mahindra,2011,500000,Diesel,Individual,11.79 kmpl
1903,Maruti,2016,660000,Diesel,Individual,26.59 kmpl
1904,Ford,2012,256000,Petrol,Individual,15.3 kmpl
1905,Renault,2018,409999,Petrol,Individual,23.01 kmpl
1906,Toyota,2015,1888000,Diesel,Individual,12.55 kmpl
1907,Hyundai,2011,250000,LPG,Individual,13.45 km/kg
1908,Honda,2009,280000,Petrol,Individual,12.9 kmpl
1909,Mahindra,2010,300000,Diesel,Individual,13.0 kmpl
1910,Tata,2016,900000,Diesel,Individual,14.1 kmpl
1911,Maruti,2014,190000,Petrol,Individual,19.0 kmpl
1912,Mahindra,2019,800000,Diesel,Individual,15.96 kmpl
1913,Mahindra,2012,450000,Diesel,Individual,14.0 kmpl
1914,Mahindra,2015,400000,Diesel,Individual,14.95 kmpl
1915,Tata,2009,150000,Diesel,Individual,13.93 kmpl
1916,Tata,2011,200000,Diesel,Individual,23.57 kmpl
1917,Mahindra,2013,600000,Diesel,Individual,15.1 kmpl
1918,Tata,2010,175000,Diesel,Individual,18.0 kmpl
1919,Tata,2008,99000,Diesel,Individual,19.09 kmpl
1920,Hyundai,2008,215000,Petrol,Individual,20.36 kmpl
1922,Renault,2013,520000,Diesel,Individual,19.01 kmpl
1923,Ford,2016,2280000,Diesel,Individual,10.91 kmpl
1924,Tata,2015,285000,Diesel,Individual,19.1 kmpl
1925,Mahindra,2017,660000,Diesel,Individual,18.49 kmpl
1926,Maruti,2004,31504,Petrol,Individual,16.1 kmpl
1927,Maruti,2015,515000,Petrol,Individual,20.85 kmpl
1928,Nissan,2012,295000,Diesel,Individual,21.64 kmpl
1929,Nissan,2015,700000,Diesel,Individual,20.45 kmpl
1930,Mahindra,2017,1100000,Diesel,Individual,15.4 kmpl
1931,Hyundai,2017,300000,Petrol,Individual,20.3 kmpl
1932,Maruti,2013,450000,Petrol,Individual,18.6 kmpl
1934,Maruti,2017,700000,Diesel,Individual,28.4 kmpl
1935,Ford,2012,250000,Diesel,Individual,20.0 kmpl
1936,Maruti,2009,140000,Petrol,Individual,18.9 kmpl
1937,Mahindra,2012,250000,Diesel,Individual,14.0 kmpl
1938,Hyundai,2011,210000,Petrol,Individual,19.81 kmpl
1939,Honda,2014,420000,Diesel,Individual,25.8 kmpl
1940,Maruti,2007,130000,Petrol,Individual,19.7 kmpl
1941,Nissan,2012,320000,Petrol,Individual,16.95 kmpl
1942,Maruti,2010,200000,Petrol,Individual,17.3 kmpl
1943,Maruti,2016,310000,Petrol,Individual,22.74 kmpl
1944,Mahindra,2012,200000,Diesel,Individual,20.8 kmpl
1945,Maruti,2014,350000,Petrol,Individual,18.5 kmpl
1946,Hyundai,2018,444000,Petrol,Individual,21.1 kmpl
1947,Datsun,2017,300000,Petrol,Individual,22.7 kmpl
1948,Mahindra,2011,225000,Diesel,Individual,21.0 kmpl
1949,Mahindra,2012,600000,Diesel,Individual,15.96 kmpl
1950,Maruti,2013,260000,Petrol,Individual,15.37 kmpl
1951,Hyundai,2015,375000,Diesel,Individual,24.4 kmpl
1952,Maruti,2013,260000,Petrol,Individual,15.37 kmpl
1953,Maruti,2010,150000,Petrol,Individual,19.7 kmpl
1954,Maruti,2014,110000,Petrol,Individual,19.7 kmpl
1955,Maruti,2012,225000,Petrol,Individual,19.7 kmpl
1958,Honda,2017,860000,Petrol,Individual,17.8 kmpl
1959,Maruti,2018,650000,Diesel,Individual,28.4 kmpl
1960,Maruti,2014,650000,Diesel,Individual,20.77 kmpl
1961,Hyundai,2016,710000,Diesel,Individual,24.8 kmpl
1962,Ford,2017,430000,Diesel,Individual,25.83 kmpl
1963,Maruti,2011,305000,Diesel,Individual,17.8 kmpl
1964,Ford,2011,220000,Diesel,Individual,20.0 kmpl
1965,Tata,2010,150000,Diesel,Individual,14.0 kmpl
1966,Mahindra,2017,660000,Diesel,Individual,18.49 kmpl
1967,Chevrolet,2011,140000,Diesel,Individual,25.44 kmpl
1968,Toyota,2015,1100000,Petrol,Individual,14.28 kmpl
1969,Jaguar,2013,2450000,Diesel,Individual,16.36 kmpl
1970,Volkswagen,2017,625000,Diesel,Individual,22.0 kmpl
1971,Honda,2004,198000,Petrol,Individual,12.8 kmpl
1973,Maruti,2005,130000,Petrol,Individual,18.9 kmpl
1974,Honda,2012,540000,Petrol,Individual,16.8 kmpl
1975,Hyundai,2017,550000,Petrol,Individual,18.9 kmpl
1976,Maruti,2018,475000,Petrol,Individual,21.63 kmpl
1977,Audi,2017,2825000,Diesel,Dealer,15.73 kmpl
1978,Honda,2020,2125000,Diesel,Dealer,26.8 kmpl
1979,BMW,2018,3350000,Diesel,Dealer,19.62 kmpl
1980,Toyota,2018,1800000,Diesel,Dealer,11.36 kmpl
1981,Hyundai,2018,540000,Petrol,Dealer,20.3 kmpl
1982,Force,2018,910000,Diesel,Dealer,17.0 kmpl
1983,Maruti,2019,484999,Petrol,Dealer,21.63 kmpl
1984,Hyundai,2020,1950000,Diesel,Dealer,17.01 kmpl
1985,Maruti,2018,950000,Diesel,Dealer,24.3 kmpl
1986,Ford,2015,365000,Diesel,Dealer,25.83 kmpl
1987,Mahindra,2018,900000,Diesel,Dealer,16.55 kmpl
1988,Tata,2017,919999,Diesel,Dealer,21.5 kmpl
1989,MG,2020,1900000,Petrol,Dealer,13.96 kmpl
1990,Mercedes-Benz,2018,2950000,Diesel,Dealer,15.8 kmpl
1991,Mahindra,2019,1075000,Diesel,Dealer,17.3 kmpl
1992,Maruti,2017,600000,Petrol,Dealer,20.4 kmpl
1993,BMW,2017,3200000,Diesel,Dealer,22.69 kmpl
1994,Skoda,2019,2600000,Diesel,Dealer,19.3 kmpl
1995,Maruti,2016,839000,Diesel,Dealer,24.3 kmpl
1996,Volkswagen,2019,635000,Petrol,Dealer,16.2 kmpl
1997,Mahindra,2014,550000,Diesel,Individual,12.05 kmpl
1998,Mahindra,2011,180000,Diesel,Individual,19.2 kmpl
1999,Honda,2015,650000,Diesel,Individual,26.0 kmpl
2000,Honda,2011,350000,Petrol,Individual,16.0 kmpl
2001,Maruti,2015,265000,Petrol,Individual,23.95 kmpl
2002,Renault,2018,330000,Petrol,Individual,23.01 kmpl
2003,Maruti,2019,395000,Petrol,Individual,15.37 kmpl
2004,Mahindra,2015,700000,Diesel,Individual,18.49 kmpl
2005,Ford,2012,300000,Diesel,Individual,20.0 kmpl
2006,Toyota,2011,650000,Diesel,Individual,12.8 kmpl
2007,Maruti,2013,625000,Diesel,Individual,20.77 kmpl
2008,Volkswagen,2014,425000,Diesel,Individual,15.11 kmpl
2009,Maruti,2004,55000,Petrol,Individual,16.1 kmpl
2010,Tata,2015,250000,Diesel,Individual,19.09 kmpl
2011,Mahindra,2015,459999,Diesel,Individual,15.96 kmpl
2012,Toyota,2017,1594000,Diesel,Individual,21.43 kmpl
2013,Chevrolet,2014,300000,Petrol,Individual,18.2 kmpl
2014,Ford,2018,950000,Diesel,Dealer,22.77 kmpl
2015,Mahindra,2013,484999,Diesel,Individual,12.05 kmpl
2016,Mahindra,2009,161000,Diesel,Individual,14.0 kmpl
2017,Hyundai,2015,500000,Petrol,Individual,17.19 kmpl
2018,Nissan,2012,350000,Petrol,Individual,16.95 kmpl
2019,Maruti,2017,550000,Petrol,Individual,20.89 kmpl
2020,Honda,2018,850000,Petrol,Individual,17.5 kmpl
2021,Maruti,2016,240000,Petrol,Individual,22.74 kmpl
2022,Ford,2011,950000,Diesel,Individual,13.1 kmpl
2023,Maruti,2015,423000,Petrol,Individual,16.02 kmpl
2024,Tata,2005,90000,Petrol,Individual,12.8 kmpl
2025,Tata,2011,350000,Diesel,Individual,13.93 kmpl
2026,Maruti,2011,170000,Petrol,Individual,19.0 kmpl
2027,Ford,2015,450000,Petrol,Individual,18.16 kmpl
2028,Hyundai,2009,150000,Petrol,Individual,20.36 kmpl
2030,Hyundai,2016,511000,Diesel,Individual,22.54 kmpl
2031,Maruti,2018,850000,Diesel,Individual,24.2 kmpl
2032,Tata,2018,250000,Diesel,Individual,25.0 kmpl
2033,Maruti,2020,420000,Petrol,Individual,21.63 kmpl
2034,Maruti,2014,180000,Petrol,Individual,22.74 kmpl
2035,Maruti,2015,400000,Diesel,Individual,27.62 kmpl
2036,Mahindra,2009,150000,Diesel,Individual,14.0 kmpl
2037,Ford,2016,500000,Diesel,Individual,25.83 kmpl
2038,Jeep,2017,1689999,Diesel,Individual,17.1 kmpl
2039,Nissan,2012,204999,Diesel,Individual,23.08 kmpl
2040,Maruti,2014,459999,Diesel,Individual,26.21 kmpl
2041,Hyundai,2017,600000,Petrol,Individual,18.6 kmpl
2042,Hyundai,2019,585000,Petrol,Individual,18.9 kmpl
2043,Ford,2012,551000,Diesel,Individual,13.1 kmpl
2044,Maruti,2013,525000,Diesel,Individual,23.4 kmpl
2045,Maruti,2012,160000,Petrol,Individual,14.0 kmpl
2046,Mahindra,2014,825000,Diesel,Individual,15.1 kmpl
2048,Chevrolet,2015,600000,Diesel,Individual,13.58 kmpl
2049,Maruti,2002,65000,Petrol,Individual,17.3 kmpl
2050,Maruti,2013,550000,Diesel,Individual,23.4 kmpl
2051,Mahindra,2015,650000,Diesel,Individual,15.96 kmpl
2052,Maruti,2019,750000,Diesel,Individual,28.4 kmpl
2053,Mahindra,2017,380000,Diesel,Individual,25.32 kmpl
2054,Hyundai,2012,400000,Diesel,Individual,22.32 kmpl
2055,Maruti,2003,50000,Petrol,Individual,18.9 kmpl
2056,Mahindra,2017,750000,Diesel,Individual,18.49 kmpl
2057,Chevrolet,2011,150000,Petrol,Individual,18.0 kmpl
2058,Maruti,2016,245000,Petrol,Individual,22.74 kmpl
2059,Tata,2013,260000,Diesel,Individual,21.02 kmpl
2060,Volkswagen,2014,411000,Diesel,Individual,21.21 kmpl
2061,Hyundai,2014,450000,Diesel,Individual,21.9 kmpl
2062,BMW,2012,1300000,Diesel,Individual,18.88 kmpl
2063,Maruti,2016,351000,Petrol,Individual,23.1 kmpl
2064,Mahindra,2012,550000,Diesel,Individual,15.1 kmpl
2065,BMW,2013,1300000,Diesel,Individual,18.88 kmpl
2066,Tata,2013,260000,Diesel,Individual,21.02 kmpl
2067,Volkswagen,2014,411000,Diesel,Individual,21.21 kmpl
2068,Hyundai,2014,450000,Diesel,Individual,21.9 kmpl
2069,BMW,2012,1300000,Diesel,Individual,18.88 kmpl
2070,Maruti,2016,351000,Petrol,Individual,23.1 kmpl
2071,Mahindra,2012,550000,Diesel,Individual,15.1 kmpl
2072,BMW,2013,1300000,Diesel,Individual,18.88 kmpl
2073,Nissan,2016,750000,Diesel,Individual,20.45 kmpl
2074,Nissan,2015,800000,Diesel,Individual,20.45 kmpl
2075,Tata,2011,350000,Diesel,Individual,11.57 kmpl
2076,Maruti,2013,200000,Petrol,Individual,22.74 kmpl
2077,Tata,2008,150000,Diesel,Individual,17.0 kmpl
2078,Nissan,2016,800000,Diesel,Individual,19.01 kmpl
2079,Hyundai,2017,350000,Petrol,Individual,21.1 kmpl
2080,Tata,2011,350000,Diesel,Individual,13.93 kmpl
2081,Mahindra,2006,250000,Diesel,Individual,12.7 kmpl
2082,Tata,2010,170000,Diesel,Individual,17.0 kmpl
2083,Renault,2018,395000,Petrol,Individual,25.17 kmpl
2084,Mahindra,2012,450000,Diesel,Individual,15.96 kmpl
2085,Maruti,2019,500000,Petrol,Individual,20.89 kmpl
2086,Tata,2012,200000,Diesel,Individual,12.2 kmpl
2087,Tata,2017,1200000,Diesel,Individual,17.6 kmpl
2088,Mahindra,2016,400000,Diesel,Individual,25.32 kmpl
2089,Mahindra,2016,650000,Diesel,Individual,18.49 kmpl
2090,Mahindra,2016,550000,Diesel,Individual,15.96 kmpl
2091,Mahindra,2015,1100000,Diesel,Individual,16.0 kmpl
2092,Maruti,2012,254999,Petrol,Individual,22.74 kmpl
2093,Maruti,2011,180000,Petrol,Individual,19.7 kmpl
2094,Mahindra,2010,160000,Diesel,Individual,13.0 kmpl
2095,Chevrolet,2008,225000,Diesel,Individual,16.52 kmpl
2096,Maruti,2015,270000,Petrol,Individual,22.74 kmpl
2097,Tata,2012,310000,Diesel,Individual,21.12 kmpl
2098,Datsun,2015,225000,Petrol,Individual,20.63 kmpl
2099,Fiat,2015,300000,Diesel,Individual,21.2 kmpl
2100,Maruti,2008,250000,Petrol,Individual,17.5 kmpl
2101,Hyundai,2011,180000,Petrol,Individual,21.1 kmpl
2102,Maruti,2015,550000,Petrol,Individual,20.85 kmpl
2103,Mahindra,2007,300000,Diesel,Individual,13.6 kmpl
2104,Hyundai,2015,900000,Diesel,Individual,22.7 kmpl
2106,Mahindra,2018,1530000,Diesel,Individual,16.0 kmpl
2107,Maruti,2015,590000,Diesel,Individual,27.39 kmpl
2108,Maruti,2008,170000,LPG,Individual,17.3 km/kg
2109,Audi,2017,2600000,Diesel,Individual,20.38 kmpl
2110,Maruti,2016,475000,Diesel,Individual,23.2 kmpl
2111,Hyundai,2018,700000,Diesel,Individual,24.0 kmpl
2112,Maruti,2011,376000,Petrol,Individual,18.9 kmpl
2114,Maruti,2004,75000,Petrol,Individual,16.1 kmpl
2115,Mahindra,2012,440000,Diesel,Individual,11.79 kmpl
2116,Maruti,2016,390000,Petrol,Individual,20.51 kmpl
2117,Toyota,2012,725000,Diesel,Individual,12.8 kmpl
2118,Mahindra,2012,325000,Diesel,Individual,15.96 kmpl
2119,Maruti,2010,170000,Petrol,Individual,19.7 kmpl
2120,Maruti,2010,215000,Diesel,Individual,19.3 kmpl
2121,Honda,2010,350000,Petrol,Individual,17.0 kmpl
2122,Chevrolet,2009,80000,Petrol,Individual,18.0 kmpl
2123,Hyundai,2012,195000,Petrol,Individual,21.1 kmpl
2125,Nissan,2014,335000,Diesel,Dealer,21.64 kmpl
2126,Mahindra,2011,475000,Diesel,Dealer,16.0 kmpl
2127,Renault,2015,484999,Diesel,Dealer,19.87 kmpl
2128,Maruti,2018,650000,Petrol,Individual,21.56 kmpl
2129,Audi,2014,1850000,Diesel,Individual,13.22 kmpl
2130,Hyundai,2018,700000,Petrol,Individual,18.6 kmpl
2131,Audi,2014,3000000,Diesel,Individual,12.07 kmpl
2132,Mahindra,2018,900000,Diesel,Individual,15.4 kmpl
2133,Volkswagen,2013,350000,Diesel,Individual,22.07 kmpl
2134,Honda,2005,285000,Petrol,Individual,9.0 kmpl
2135,Audi,2012,1850000,Diesel,Individual,12.07 kmpl
2136,Maruti,2017,750000,Diesel,Dealer,24.3 kmpl
2137,Land,2013,1650000,Diesel,Dealer,0.0 kmpl
2138,Honda,2018,600000,Petrol,Individual,19.5 kmpl
2139,Volkswagen,2018,565000,Petrol,Individual,18.78 kmpl
2140,Daewoo,2000,86000,Petrol,Individual,18.5 kmpl
2141,Datsun,2016,329000,Petrol,Individual,20.63 kmpl
2142,Ford,2016,650000,Diesel,Individual,22.77 kmpl
2143,Hyundai,2015,822000,Diesel,Individual,19.67 kmpl
2144,Renault,2013,345000,Diesel,Individual,19.01 kmpl
2145,Maruti,2001,30000,Petrol,Individual,17.3 kmpl
2146,Maruti,2012,330000,Diesel,Individual,22.9 kmpl
2147,Maruti,2014,300000,Petrol,Individual,20.51 kmpl
2148,Maruti,2009,200000,Petrol,Individual,12.6 kmpl
2150,Chevrolet,2010,90000,Petrol,Individual,18.0 kmpl
2151,Maruti,2010,200000,Petrol,Individual,18.9 kmpl
2152,Hyundai,2016,550000,Diesel,Individual,24.4 kmpl
2153,Chevrolet,2015,250000,Petrol,Individual,18.6 kmpl
