car_id,name,year,selling_price,fuel,seller_type,km_driven,owner,mileage
CarID490,Hyundai Xcent 1.2 VTVT S,2018,500000,Petrol,Individual,60000,First Owner,20.14 kmpl
CarID491,Honda Brio 1.2 S MT,2016,425000,Petrol,Individual,22000,First Owner,18.5 kmpl
CarID492,Maruti Alto 800 LXI,2014,250000,Petrol,Individual,25000,First Owner,22.74 kmpl
CarID493,Maruti Celerio LDi,2016,285000,Diesel,Individual,70000,First Owner,27.62 kmpl
CarID494,Maruti Swift Dzire VXi,2008,160000,Petrol,Individual,123000,Third Owner,17.5 kmpl
CarID495,Volkswagen Vento Diesel Trendline,2011,250000,Diesel,Individual,70000,Second Owner,20.54 kmpl
CarID496,Chevrolet Beat LS,2013,170000,Petrol,Individual,70000,Second Owner,18.6 kmpl
CarID497,Toyota Etios Liva GD,2013,409999,Diesel,Individual,45000,First Owner,23.59 kmpl
CarID498,Hyundai Grand i10 AT Asta,2015,400000,Petrol,Individual,40000,First Owner,18.9 kmpl
CarID499,Maruti Swift Dzire VDI,2019,700000,Diesel,Individual,30000,First Owner,28.4 kmpl
CarID500,Honda Civic 1.8 V AT,2007,350000,Petrol,Individual,90000,First Owner,12.9 kmpl
CarID501,Maruti Ertiga BSIV VXI,2016,660000,Petrol,Individual,34000,Second Owner,17.5 kmpl
CarID502,Maruti Alto 800 VXI,2017,268000,Petrol,Individual,25000,First Owner,24.7 kmpl
CarID503,Maruti Alto 800 VXI,2016,270000,Petrol,Individual,50000,First Owner,22.74 kmpl
CarID504,Chevrolet Beat Diesel LT,2013,300000,Diesel,Individual,50000,First Owner,25.44 kmpl
CarID505,Tata Tiago 1.2 Revotron XZ,2017,450000,Petrol,Individual,90000,First Owner,23.84 kmpl
CarID506,Chevrolet Beat Diesel LT,2012,220000,Diesel,Individual,70000,Second Owner,25.44 kmpl
CarID507,Tata New Safari DICOR 2.2 VX 4x2,2009,250000,Diesel,Individual,146000,Second Owner,13.93 kmpl
CarID508,Ford Figo Petrol EXI,2012,300000,Petrol,Individual,85000,Second Owner,15.6 kmpl
CarID509,Tata Indica V2 2001-2011 DLS BSIII,2009,88000,Diesel,Individual,201850,Second Owner,17.88 kmpl
CarID510,Maruti Swift Dzire VDI,2016,561000,Diesel,Individual,30000,First Owner,26.59 kmpl
CarID511,Maruti Swift Dzire VDI,2018,755000,Diesel,Individual,15000,First Owner,28.4 kmpl
CarID512,Datsun RediGO S,2017,235000,Petrol,Individual,25000,First Owner,22.7 kmpl
CarID513,Maruti Alto K10 LXI,2011,165000,Petrol,Individual,90000,First Owner,20.92 kmpl
CarID514,Maruti Swift Dzire LDi,2008,190000,Diesel,Individual,80000,Second Owner,19.3 kmpl
CarID515,Tata Indica V2 DLX BSII,2011,110000,Diesel,Individual,50000,First Owner,17.2 kmpl
CarID516,Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,Diesel,Individual,80000,Second Owner,13.6 kmpl
CarID517,Maruti Swift VDI BSIV,2010,330000,Diesel,Individual,110000,Second Owner,""
CarID518,Hyundai i20 Asta Option 1.2,2016,540000,Petrol,Individual,38000,First Owner,18.6 kmpl
CarID519,Hyundai EON Era Plus,2013,180000,Petrol,Individual,60000,First Owner,21.1 kmpl
CarID520,Maruti Eeco 7 Seater Standard BSIV,2016,270000,Petrol,Individual,100000,Third Owner,15.37 kmpl
CarID521,Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,Petrol,Individual,30000,First Owner,17.5 kmpl
CarID522,Maruti Swift Dzire VXI,2014,450000,Petrol,Individual,30000,First Owner,19.1 kmpl
CarID523,Chevrolet Beat LT,2015,200000,Petrol,Individual,50000,First Owner,18.6 kmpl
CarID524,Tata Tiago 1.2 Revotron XZ,2017,425000,Petrol,Individual,42000,First Owner,23.84 kmpl
CarID525,Chevrolet Sail 1.2 LS ABS,2016,400000,Petrol,Individual,30000,First Owner,18.2 kmpl
CarID526,Maruti Alto LXi BSIII,2009,125000,Petrol,Individual,60000,Third Owner,19.7 kmpl
CarID527,Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,Diesel,Individual,14000,First Owner,17.1 kmpl
CarID528,Honda City i VTEC VX,2015,900000,Petrol,Individual,22000,First Owner,17.4 kmpl
CarID529,Volkswagen Vento Diesel Highline,2012,450000,Diesel,Individual,90000,First Owner,20.54 kmpl
CarID530,Maruti Alto K10 2010-2014 VXI,2011,210000,Petrol,Individual,46000,First Owner,20.92 kmpl
CarID531,Hyundai i20 1.2 Asta Option,2018,801000,Petrol,Individual,20000,First Owner,18.6 kmpl
CarID532,Tata Venture EX 7 Str Captain Seats,2014,317000,Diesel,Individual,15000,First Owner,15.42 kmpl
CarID533,Maruti Ertiga VXI,2015,600000,Petrol,Individual,40000,Second Owner,16.02 kmpl
CarID534,Hyundai i20 Magna,2014,330000,Petrol,Individual,30000,Second Owner,18.5 kmpl
CarID535,Hyundai EON Magna Plus,2017,320000,Petrol,Individual,15000,Second Owner,21.1 kmpl
CarID536,Maruti Estilo LXI,2010,160000,Petrol,Individual,50000,First Owner,""
CarID537,Hyundai Getz GLX,2007,120000,Petrol,Individual,110000,Second Owner,15.3 kmpl
CarID538,Maruti Alto LXi,2009,130000,Petrol,Individual,70000,Second Owner,19.7 kmpl
CarID539,Chevrolet Sail 1.2 LS,2015,220000,Petrol,Individual,80000,First Owner,18.2 kmpl
CarID540,Maruti Swift VDI BSIV,2008,229999,Diesel,Individual,50000,Third Owner,""
CarID541,Tata Zest Revotron 1.2T XM,2015,340000,Petrol,Individual,110000,First Owner,17.57 kmpl
CarID542,Ford Classic 1.4 Duratorq CLXI,2013,200000,Diesel,Individual,70000,Second Owner,19.68 kmpl
CarID543,Maruti Alto LXI,2002,140000,Petrol,Individual,50000,Second Owner,19.7 kmpl
CarID544,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,Diesel,Individual,190000,First Owner,12.99 kmpl
CarID545,Mahindra Bolero SLX,2010,495000,Diesel,Individual,100000,Second Owner,13.6 kmpl
CarID546,Maruti Alto 800 LXI,2015,236000,Petrol,Individual,60000,First Owner,22.74 kmpl
CarID547,Maruti Wagon R VXI BS IV,2015,390000,Petrol,Individual,40000,First Owner,20.51 kmpl
CarID548,Maruti Swift Dzire VDi,2009,275000,Diesel,Individual,90000,Second Owner,19.3 kmpl
CarID549,Tata Safari Storme EX,2015,503000,Diesel,Individual,110000,First Owner,14.1 kmpl
CarID550,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000,Diesel,Dealer,32000,First Owner,24.3 kmpl
CarID551,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,Diesel,Individual,30000,First Owner,11.36 kmpl
CarID552,Hyundai Creta 1.6 CRDi SX,2016,850000,Diesel,Individual,58000,First Owner,19.67 kmpl
CarID553,Maruti Vitara Brezza VDi,2018,750000,Diesel,Individual,5000,First Owner,24.3 kmpl
CarID554,Hyundai i20 1.2 Spotz,2018,570000,Petrol,Individual,25000,First Owner,18.6 kmpl
CarID555,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000,Petrol,Individual,32000,First Owner,18.9 kmpl
CarID556,Honda Jazz 1.2 VX i VTEC,2016,484999,Petrol,Individual,30000,First Owner,18.7 kmpl
CarID557,Honda BR-V i-VTEC S MT,2017,700000,Petrol,Dealer,43000,First Owner,15.4 kmpl
CarID558,Hyundai Verna S,2012,415000,Petrol,Dealer,60000,First Owner,17.7 kmpl
CarID559,Nissan Micra XV CVT,2015,325000,Petrol,Individual,50000,First Owner,19.34 kmpl
CarID560,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,Petrol,Individual,14200,First Owner,18.16 kmpl
CarID561,Hyundai EON Sportz,2017,300000,Petrol,Individual,10000,First Owner,21.1 kmpl
CarID562,Datsun RediGO T Option,2018,217000,Petrol,Individual,25000,First Owner,22.7 kmpl
CarID563,Ford Freestyle Titanium Petrol BSIV,2018,700000,Petrol,Individual,19100,First Owner,19.0 kmpl
CarID564,Hyundai Santro Sportz AMT BSIV,2019,466000,Petrol,Individual,25000,Fourth & Above Owner,20.3 kmpl
CarID565,Ford EcoSport 1.5 Diesel Trend BSIV,2014,484999,Diesel,Dealer,54000,First Owner,23.0 kmpl
CarID566,Nissan Sunny XL D,2018,670000,Diesel,Individual,35000,First Owner,22.71 kmpl
CarID567,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,Petrol,Individual,20000,Second Owner,18.9 kmpl
CarID568,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,Diesel,Individual,52000,First Owner,23.65 kmpl
CarID569,Hyundai i20 1.4 CRDi Asta,2011,220000,Diesel,Individual,120000,Second Owner,23.0 kmpl
CarID570,Jeep Compass 2.0 Limited,2017,1650000,Diesel,Individual,50000,First Owner,17.1 kmpl
CarID571,Maruti Ertiga ZDI,2013,630000,Diesel,Individual,120000,Second Owner,20.77 kmpl
CarID572,Tata Manza Aura Quadrajet,2010,250000,Diesel,Individual,90000,Second Owner,18.8 kmpl
CarID573,Maruti Wagon R LXI,2004,120000,Petrol,Individual,120000,Third Owner,18.9 kmpl
CarID574,Skoda Rapid 1.5 TDI Elegance,2015,300000,Diesel,Individual,101500,Second Owner,21.14 kmpl
CarID575,Hyundai Verna 1.6 CRDi EX AT,2013,525000,Diesel,Individual,75000,First Owner,22.32 kmpl
CarID576,Maruti Alto K10 LXI,2011,204999,Petrol,Individual,97500,First Owner,""
CarID577,Maruti Alto K10 LXI,2011,204999,Petrol,Individual,97500,First Owner,""
CarID578,Mahindra Scorpio 1.99 S10,2016,1100000,Diesel,Individual,100000,First Owner,15.4 kmpl
CarID579,Renault Duster 110PS Diesel RxZ,2012,480000,Diesel,Individual,55735,Second Owner,19.01 kmpl
CarID580,Mahindra XUV500 W4,2014,605000,Diesel,Individual,80000,Second Owner,15.1 kmpl
CarID581,Maruti Alto 800 LXI Optional,2016,250000,Petrol,Individual,50000,Second Owner,24.7 kmpl
CarID582,Ford Figo Diesel Celebration Edition,2013,245000,Diesel,Individual,70000,Second Owner,20.0 kmpl
CarID583,Hyundai i10 Magna 1.2 iTech SE,2012,210000,Petrol,Individual,76000,Fourth & Above Owner,20.36 kmpl
CarID584,Maruti Swift Dzire VXI 1.2,2020,730000,Petrol,Individual,1500,First Owner,21.21 kmpl
CarID585,Mahindra Bolero 2011-2019 SLX,2012,500000,Diesel,Individual,76000,First Owner,15.96 kmpl
CarID586,Maruti Wagon R VXI Optional,2015,400000,Petrol,Individual,40000,First Owner,20.51 kmpl
CarID587,Hyundai EON Magna Plus,2015,280000,Petrol,Individual,60000,Second Owner,21.1 kmpl
CarID588,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,Diesel,Individual,170000,Third Owner,12.8 kmpl
CarID589,Mitsubishi Pajero Sport 4X4,2013,950000,Diesel,Dealer,181491,First Owner,13.5 kmpl
CarID590,Chevrolet Beat Diesel LS,2016,375000,Diesel,Dealer,53319,First Owner,25.44 kmpl
CarID591,Volkswagen Ameo 1.5 TDI Comfortline,2017,700000,Diesel,Dealer,40906,First Owner,21.66 kmpl
CarID592,Toyota Etios VX,2012,375000,Petrol,Dealer,31711,Second Owner,17.6 kmpl
CarID593,Hyundai EON Era Plus,2012,270000,Petrol,Dealer,43755,Second Owner,21.1 kmpl
CarID594,Renault KWID RXT,2016,300000,Petrol,Dealer,66693,First Owner,25.17 kmpl
CarID595,Maruti Zen Estilo VXI BSIV,2010,225000,Petrol,Dealer,59549,First Owner,19.0 kmpl
CarID596,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000,Diesel,Dealer,94385,First Owner,12.99 kmpl
CarID597,Maruti Zen Estilo LXI BSIII,2010,200000,Petrol,Dealer,73730,First Owner,18.2 kmpl
CarID598,Hyundai Verna 1.6 SX,2011,400000,Diesel,Dealer,221889,First Owner,22.32 kmpl
CarID599,Honda Amaze VX i-DTEC,2013,500000,Diesel,Dealer,116104,First Owner,25.8 kmpl
CarID600,Maruti Swift VXI BSIV,2015,500000,Petrol,Dealer,150546,First Owner,22.0 kmpl
CarID601,Toyota Fortuner 2.8 2WD MT,2013,1500000,Diesel,Dealer,148120,First Owner,14.24 kmpl
CarID602,Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000,Petrol,Individual,20000,Second Owner,15.8 kmpl
CarID603,Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000,Petrol,Individual,30000,First Owner,18.9 kmpl
CarID604,Tata Aria Pride,2011,337000,Diesel,Individual,142000,Third Owner,13.7 kmpl
CarID605,Tata Sumo CX 10 Str BSIV,2011,175000,Diesel,Individual,20000,First Owner,12.2 kmpl
CarID606,Tata Manza Aura Plus Quadrajet,2009,180000,Diesel,Individual,120000,Second Owner,18.8 kmpl
CarID607,Hyundai i10 Sportz 1.1L,2011,200000,Petrol,Individual,80000,First Owner,19.81 kmpl
CarID608,Tata Indigo CS LX (TDI) BS-III,2016,260000,Diesel,Individual,60000,First Owner,19.09 kmpl
CarID609,Renault KWID 1.0 RXT Optional,2016,350000,Petrol,Individual,25000,First Owner,23.01 kmpl
CarID610,Mahindra Bolero SLX,2011,409999,Diesel,Individual,50000,Second Owner,13.6 kmpl
CarID611,Mahindra TUV 300 T8,2017,655000,Diesel,Individual,126000,First Owner,18.49 kmpl
CarID612,Maruti Swift Dzire LDI,2015,370000,Diesel,Individual,170000,First Owner,26.59 kmpl
CarID613,Maruti Alto 800 LXI,2013,200000,Petrol,Individual,24000,First Owner,22.74 kmpl
CarID614,Maruti Ertiga SHVS ZDI,2017,800000,Diesel,Individual,100000,Second Owner,24.52 kmpl
CarID615,Tata Tiago NRG Petrol,2019,550000,Petrol,Individual,10000,First Owner,24.0 kmpl
CarID616,Ford Figo Diesel ZXI,2012,300000,Diesel,Individual,70000,Second Owner,20.0 kmpl
CarID617,Maruti Omni E MPI STD BS IV,2017,220000,Petrol,Individual,40000,First Owner,16.8 kmpl
CarID618,Maruti Wagon R LXI BS IV,2011,196000,Petrol,Individual,110000,First Owner,18.9 kmpl
CarID619,Hyundai i10 Era,2008,135000,Petrol,Individual,80000,Second Owner,19.81 kmpl
CarID620,Tata Bolt Revotron XE,2015,299000,Petrol,Individual,16500,First Owner,17.57 kmpl
CarID621,Maruti Alto K10 VXI,2017,300000,Petrol,Individual,30000,First Owner,23.95 kmpl
CarID622,Maruti Ertiga SHVS VDI,2017,720000,Diesel,Individual,80000,First Owner,24.52 kmpl
CarID623,Tata Safari Storme EX,2016,650000,Diesel,Individual,50000,Third Owner,14.1 kmpl
CarID624,Maruti Alto K10 VXI,2016,300000,Petrol,Individual,25000,First Owner,23.95 kmpl
CarID625,Hyundai Grand i10 1.2 CRDi Asta,2019,750000,Diesel,Individual,20000,First Owner,24.0 kmpl
CarID626,Renault KWID RXT,2016,260000,Petrol,Individual,60000,First Owner,25.17 kmpl
CarID627,Maruti Swift VDI,2011,300000,Diesel,Individual,70000,Second Owner,22.9 kmpl
CarID628,Mahindra Bolero 2011-2019 SLX,2014,600000,Diesel,Individual,50000,Second Owner,15.96 kmpl
CarID629,Honda Accord V6 AT,2004,275000,Petrol,Individual,100000,Second Owner,9.0 kmpl
CarID630,Maruti Alto K10 VXI,2015,250000,Petrol,Individual,52000,First Owner,23.95 kmpl
CarID631,Maruti Swift Dzire VDI,2014,420000,Diesel,Individual,80000,First Owner,23.4 kmpl
CarID632,Hyundai EON Era Plus,2015,235000,Petrol,Individual,50000,First Owner,21.1 kmpl
CarID633,Mahindra Scorpio S10 7 Seater,2016,1100000,Diesel,Individual,60000,First Owner,15.4 kmpl
CarID634,Maruti Alto K10 VXI,2019,360000,Petrol,Individual,25000,First Owner,23.95 kmpl
CarID635,Hyundai Grand i10 CRDi Asta,2014,380000,Diesel,Individual,50000,Second Owner,24.0 kmpl
CarID636,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,Diesel,Individual,125000,First Owner,22.77 kmpl
CarID637,Maruti Wagon R VXI Optional,2016,350000,Petrol,Individual,80000,First Owner,20.51 kmpl
CarID638,Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,Diesel,Individual,70000,First Owner,15.96 kmpl
CarID639,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,270000,Diesel,Individual,90000,Third Owner,23.0 kmpl
CarID640,Tata Bolt Quadrajet XE,2017,450000,Diesel,Individual,50000,First Owner,22.95 kmpl
CarID641,Mahindra Thar CRDe,2016,630000,Diesel,Individual,101000,First Owner,16.55 kmpl
CarID642,Mahindra Xylo E4 BS IV,2010,229999,Diesel,Individual,168000,First Owner,14.0 kmpl
CarID643,Mahindra Xylo E4 BS IV,2010,229999,Diesel,Individual,168000,First Owner,14.0 kmpl
CarID644,Maruti Wagon R VXI BS IV,2011,270000,Petrol,Individual,40000,First Owner,18.9 kmpl
CarID645,Tata Indica Vista Aura Safire Anniversary Edition,2009,135000,Petrol,Individual,28900,Second Owner,0.0 kmpl
CarID646,Maruti Wagon R VXI BS IV,2012,275000,Petrol,Individual,20000,First Owner,18.9 kmpl
CarID647,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,Diesel,Dealer,9000,First Owner,13.6 kmpl
CarID648,Lexus ES 300h,2019,5150000,Petrol,Dealer,20000,First Owner,22.37 kmpl
CarID649,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,45000,First Owner,19.33 kmpl
CarID650,Tata Safari Storme EX,2015,503000,Diesel,Individual,110000,First Owner,14.1 kmpl
CarID651,Volvo XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,20000,First Owner,18.0 kmpl
CarID652,Toyota Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,68089,First Owner,19.16 kmpl
CarID653,Maruti Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,58343,First Owner,21.79 kmpl
CarID654,Maruti Baleno Alpha 1.3,2018,740000,Diesel,Dealer,38817,First Owner,27.39 kmpl
CarID655,Honda Jazz VX,2016,550000,Petrol,Trustmark Dealer,56494,First Owner,18.2 kmpl
CarID656,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,79328,Second Owner,12.99 kmpl
CarID657,Maruti Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,5621,First Owner,22.0 kmpl
CarID658,Toyota Etios VX,2017,625000,Petrol,Trustmark Dealer,25538,First Owner,16.78 kmpl
CarID659,Maruti Swift AMT ZXI,2018,600000,Petrol,Dealer,69779,First Owner,22.0 kmpl
CarID660,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,56290,First Owner,24.0 kmpl
CarID661,BMW X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,7500,First Owner,16.78 kmpl
CarID662,BMW X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,8500,First Owner,16.78 kmpl
CarID663,Honda Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,7032,First Owner,19.0 kmpl
CarID664,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,11000,First Owner,14.3 kmpl
CarID665,Volvo V40 D3 R-Design,2018,2475000,Diesel,Dealer,2000,First Owner,16.8 kmpl
CarID666,Mahindra TUV 300 T8,2015,634000,Diesel,Individual,165000,First Owner,18.49 kmpl
CarID667,Maruti A-Star Zxi,2012,235000,Petrol,Individual,98500,Second Owner,19.0 kmpl
CarID668,Hyundai i10 Asta,2008,275000,Petrol,Individual,98000,Third Owner,20.36 kmpl
CarID669,Mahindra Thar CRDe AC,2014,700000,Diesel,Individual,40000,Second Owner,16.55 kmpl
CarID670,Fiat Grande Punto Sport 90BHP,2013,400000,Diesel,Individual,90000,First Owner,20.3 kmpl
CarID671,Maruti Alto LXi,2012,215000,Petrol,Individual,90000,Third Owner,19.7 kmpl
CarID672,Hyundai Getz 1.5 CRDi GVS,2009,150000,Diesel,Individual,110000,Second Owner,17.1 kmpl
CarID673,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,Diesel,Individual,77800,First Owner,25.1 kmpl
CarID674,Mahindra TUV 300 T8,2015,730000,Diesel,Individual,100000,First Owner,18.49 kmpl
CarID675,Tata Indica V2 Turbomax DLS BS IV,2012,135000,Diesel,Individual,120000,Second Owner,19.0 kmpl
CarID676,Hyundai Xcent 1.2 Kappa Base,2016,350000,Petrol,Individual,80000,Second Owner,19.1 kmpl
CarID677,Mahindra KUV 100 G80 K6 Plus,2018,535000,Petrol,Individual,21000,Second Owner,18.15 kmpl
CarID678,Maruti Swift Dzire Tour S CNG,2018,455000,Petrol,Individual,100000,Second Owner,19.0 kmpl
CarID679,Maruti Swift Dzire VXI 1.2,2019,655000,Petrol,Individual,25000,First Owner,21.21 kmpl
CarID680,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,800000,Diesel,Individual,30000,Third Owner,23.0 kmpl
CarID681,Toyota Yaris V CVT BSIV,2018,1100000,Petrol,Individual,25000,First Owner,17.8 kmpl
CarID682,Mercedes-Benz E-Class E250 CDI Avantgarde,2016,3000000,Diesel,Individual,40000,First Owner,13.0 kmpl
CarID683,Toyota Fortuner 4x2 4 Speed AT,2012,1225000,Diesel,Individual,160000,First Owner,11.5 kmpl
CarID684,Mahindra KUV 100 G80 K2,2018,340000,Petrol,Individual,51492,First Owner,18.15 kmpl
CarID685,Volkswagen Vento Diesel Highline,2011,300000,Diesel,Individual,72000,Second Owner,20.54 kmpl
CarID686,Ford Figo 1.2P Titanium Opt MT,2016,370000,Petrol,Individual,60000,First Owner,18.16 kmpl
CarID687,Mahindra Bolero 2011-2019 SLE,2013,330000,Diesel,Individual,136000,Second Owner,15.96 kmpl
CarID688,Hyundai Santro Xing GLS,2014,238000,Petrol,Individual,60000,First Owner,17.92 kmpl
CarID689,Hyundai Santro Xing XG,2006,72000,Petrol,Individual,110000,Second Owner,""
CarID690,Hyundai Santro Xing GLS,2013,200000,Petrol,Individual,90000,First Owner,17.92 kmpl
CarID691,Nissan Sunny Diesel XV,2014,320000,Diesel,Individual,91000,Fourth & Above Owner,22.71 kmpl
CarID692,Hyundai Santro Xing GL Plus,2009,114999,Petrol,Individual,90000,Fourth & Above Owner,17.92 kmpl
CarID693,Maruti Wagon R LXI BS IV,2015,320000,Petrol,Individual,50000,Second Owner,20.51 kmpl
CarID694,Hyundai i10 Era,2010,210000,Petrol,Individual,20000,First Owner,19.81 kmpl
CarID695,Mahindra Xylo D2 BS IV,2011,200000,Diesel,Individual,120000,First Owner,14.0 kmpl
CarID696,Maruti Wagon R LXI Minor,2009,135000,Petrol,Individual,150000,Second Owner,18.9 kmpl
CarID697,Tata Indigo CS LS (TDI) BS-III,2015,350000,Diesel,Individual,52000,First Owner,19.09 kmpl
CarID698,Mahindra Bolero 2011-2019 DI BSIII,2014,350000,Diesel,Individual,167000,Second Owner,13.6 kmpl
CarID699,Maruti Swift Dzire VDI,2017,680000,Diesel,Individual,40000,First Owner,28.4 kmpl
CarID700,Maruti Swift Vdi BSIII,2010,200000,Diesel,Individual,190000,Second Owner,17.8 kmpl
CarID701,Renault KWID 1.0 RXT Optional,2016,300000,Petrol,Individual,50000,First Owner,23.01 kmpl
CarID702,Mahindra Xylo E6,2011,270000,Diesel,Individual,70000,Second Owner,14.0 kmpl
CarID703,Maruti Wagon R LXI BSIII,2012,225000,Petrol,Individual,80000,Second Owner,18.9 kmpl
CarID704,Mahindra Bolero DI DX 8 Seater,2008,250000,Diesel,Individual,120000,First Owner,13.6 kmpl
CarID705,Mahindra TUV 300 T8,2015,590000,Diesel,Individual,40000,Second Owner,18.49 kmpl
CarID706,Hyundai EON Era Plus,2015,290000,Petrol,Individual,17000,First Owner,21.1 kmpl
CarID707,Maruti Zen Estilo LXI BS IV,2010,100000,Petrol,Individual,180000,Second Owner,19.0 kmpl
CarID708,Maruti Celerio VXI,2016,395000,Petrol,Individual,50000,First Owner,23.1 kmpl
CarID709,Hyundai EON Era Plus,2014,195000,Petrol,Individual,65000,Second Owner,21.1 kmpl
CarID710,Tata Nano Cx,2011,45000,Petrol,Individual,10000,Third Owner,26.0 kmpl
CarID711,Mahindra Bolero DI DX 8 Seater,2009,270000,Diesel,Individual,70000,Second Owner,13.6 kmpl
CarID712,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,600000,Diesel,Individual,90000,Second Owner,13.58 kmpl
CarID713,Hyundai i20 Asta 1.4 CRDi,2015,715000,Diesel,Individual,50000,First Owner,22.54 kmpl
CarID714,Hyundai Elite i20 Magna Plus BSIV,2019,600000,Petrol,Individual,10000,First Owner,18.6 kmpl
CarID715,Mahindra TUV 300 T6 Plus,2019,875000,Diesel,Individual,25000,First Owner,18.49 kmpl
CarID716,Mahindra Scorpio M2DI,2011,420000,Diesel,Individual,100000,Second Owner,13.5 kmpl
CarID717,Honda CR-V 2.4 4WD AT,2007,325000,Petrol,Individual,70000,Second Owner,10.1 kmpl
CarID718,Datsun GO Anniversary Edition,2017,385000,Petrol,Individual,30000,First Owner,20.63 kmpl
CarID719,Mahindra KUV 100 mFALCON G80 K2,2016,300000,Petrol,Individual,40000,First Owner,18.15 kmpl
CarID720,Hyundai i20 Sportz 1.4 CRDi,2012,335000,Diesel,Individual,135000,First Owner,21.9 kmpl
CarID721,Maruti Celerio LXI,2014,300000,Petrol,Individual,35000,First Owner,23.1 kmpl
CarID722,Hyundai Accent GLE,2004,80000,Petrol,Individual,120000,Second Owner,13.2 kmpl
CarID723,Mahindra Bolero 2011-2019 SLE,2012,400000,Diesel,Individual,120000,First Owner,15.96 kmpl
CarID724,Tata Indigo CS LS (TDI) BS III,2012,168000,Diesel,Individual,190000,Second Owner,19.09 kmpl
CarID725,Mahindra Bolero 2011-2019 Plus AC,2016,550000,Diesel,Individual,120000,First Owner,15.96 kmpl
CarID726,Toyota Etios GD,2012,300000,Diesel,Individual,120000,Second Owner,""
CarID727,Mahindra Bolero PLUS AC BSIII,2011,320000,Diesel,Individual,175000,Third Owner,13.6 kmpl
CarID728,Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,320000,Diesel,Individual,175000,Third Owner,15.96 kmpl
CarID729,Nissan Sunny XE,2011,350000,Petrol,Individual,25000,Second Owner,16.95 kmpl
CarID730,Tata Manza Club Class Quadrajet90 VX,2013,280000,Diesel,Individual,80000,First Owner,21.02 kmpl
CarID731,Hyundai Xcent 1.1 CRDi SX Option,2017,550000,Diesel,Individual,70000,Second Owner,24.4 kmpl
CarID732,Hyundai Xcent 1.2 VTVT E Plus,2018,500000,Petrol,Individual,10000,First Owner,20.14 kmpl
CarID733,Ford Freestyle Titanium Plus Petrol BSIV,2019,700000,Petrol,Individual,6000,First Owner,19.0 kmpl
CarID734,Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,Diesel,Individual,90000,Second Owner,20.5 kmpl
CarID735,Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,340000,Diesel,Individual,110000,Second Owner,15.96 kmpl
CarID736,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,Diesel,Individual,120000,Third Owner,13.6 kmpl
CarID737,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,Diesel,Individual,50000,First Owner,12.99 kmpl
CarID738,Hyundai Grand i10 1.2 Kappa Magna AT,2018,531000,Petrol,Individual,20000,First Owner,18.9 kmpl
CarID739,Renault KWID 1.0 RXT Optional,2017,300000,Petrol,Individual,35000,First Owner,23.01 kmpl
CarID740,Volkswagen Polo 1.5 TDI Comfortline,2014,350000,Diesel,Individual,60000,Second Owner,20.14 kmpl
CarID741,Chevrolet Beat LT,2010,150000,Petrol,Individual,68000,Fourth & Above Owner,18.6 kmpl
